羅馬字	漢字	頻率
tsʽing	清	21
tsʽing	稱	58
tsʽing	親	53
tsʽing	請	86
tsʽing	趁	9
tsʽing	青	5
tsʽiu	愀	2
tsʽiu	抽	7
tsʽiu	臭	2
tsʽo	搓	2
tsʽo	錯	17
tsʽoh	簇	1
tsʽong	聰	38
tsʽu	初	8
tsʽu	楚	1
tsʽu	粗	2
tsʽu	醋	2
tsʽæ	猜	3
tsʽæ	睬	3
tsʽæ	菜	12
tsʽæ	采	2
tsʽæn	懺	4
tsʽæn	產	22
tsʽæn	餐	1
tsʽô	岔	6
tsʽô	差	12
tsʽô	瘥	2
tsʽô	車	3
tsʽôh	錯	2
tsʽông	倉	8
tsʽông	唱	5
tsʽông	瘡	2
tsʽön	攛	7
tsʽön	竄	5
tu	妒	10
tu	都	499
tæ	歹	4
tæn	單	60
tæn	帶	33
tæn	担	4
tæn	撣	3
tæn	擔	14
tæn	耽	29
tæn	膽	20
tæn	黵	1
tô	朵	9
tông	擋	12
tông	當	132
tông	黨	9
tön	斷	68
tön	煅	1
tön	短	7
tön	端	1
tʽa	他	8
tʽa	太	296
tʽa	拖	1
tʽah	塌	1
tʽah	塔	5
tʽah	榻	1
tʽah	蹋	9
tʽah	𡍲	30
tʽao	套	6
tʽao	討	36
tʽe	推	39
tʽe	退	7
tʽeh	脫	29
tʽen	探	1
tʽen	貪	12
tʽeng	吞	4
tʽeng	氽	2
tʽeng	褪	6
tʽeo	㪗	2
tʽeo	偷	18
tʽeo	透	7
tʽi	剃	1
tʽi	替	21
tʽi	體	32
tʽiah	帖	7
tʽiah	貼	3
tʽiao	挑	26
tʽiao	跳	31
tʽih	踢	3
tʽih	鐵	7
tʽin	天	387
tʽin	舔	2
tʽing	廳	5
tʽing	聽	433
tʽo	拖	17
tʽong	痛	9
tʽong	統	8
tʽong	通	89
tʽu	吐	9
tʽu	唾	10
tʽu	土	44
tʽæ	胎	13
tʽæn	嘆	6
tʽæn	攤	1
tʽæn	灘	1
tʽæn	炭	3
tʽæn	癱	17
tʽôh	託	46
u	惡	22
u	捂	2
u	污	4
u	烏	328
u	熓	9
un	碗	4
vah	伐	9
vah	罰	66
ve	𣍐	53
veh	物	66
veng	份	64
veng	分	8
veng	問	1
veng	墳	59
veng	文	10
veng	聞	1
vi	微	8
vi	未	18
voh	復	3
voh	服	75
voh	袱	5
vong	奉	11
vong	甮	77
vong	縫	7
vong	逢	1
vu	侮	1
vu	務	2
vu	婦	8
vu	扶	1
vu	武	2
vu	無	41
vu	父	39
vu	符	2
vu	糊	1
vu	舞	5
vu	誣	1
vu	附	17
vu	霧	1
væn	凡	205
væn	煩	4
væn	犯	71
væn	萬	35
væn	藩	7
væn	飯	40
vông	亡	4
vông	妄	4
vông	忘	1
vông	房	15
vông	望	43
wa	還	476
wah	劃	1
wang	橫	3
we	位	108
we	回	252
we	圍	2
we	惠	78
we	會	1188
we	爲	903
we	茴	1
we	薈	1
we	衛	5
we	違	11
weh	活	283
weng	混	1
weng	渾	11
weng	魂	4
wu	五	2
wu	戶	7
wu	湖	8
wu	狐	3
wu	糊	11
wu	胡	7
wu	護	8
wun	完	22
wun	換	2
wun	緩	3
wun	黃	6
wæ	壞	4
wæ	懷	47
wæn	患	6
wæn	環	3
wæn	還	32
wô	華	89
wô	話	2662
wông	惶	32
wông	旺	5
wông	王	65
wông	皇	59
wông	磺	1
wông	蝗	2
w̆a	壞	47
w̆ang	橫	4
w̆e	委	5
w̆e	威	2
w̆e	慰	12
w̆e	穢	4
w̆eh	挖	1
w̆eh	𩑦	2
w̆eng	搵	3
w̆eng	溫	2
w̆eng	瘟	1
w̆eng	穩	9
w̆æn	娃	6
w̆æn	彎	2
w̆æn	挽	5
yi	以	337
yi	又	368
yi	已	207
yi	易	8
yi	移	4
yi	義	53
yi	遺	3
yia	也	704
yia	呀	3
yia	夜	80
yia	耶	1
yia	野	11
yiah	協	1
yiah	翼	2
yiah	藥	4
yiah	鑰	2
yiah	𢖺	2
yiang	垟	28
yiang	揚	21
yiang	樣	240
yiang	洋	1
yiang	羊	71
yiang	養	7
yiao	搖	21
yiao	效	30
yiao	窯	3
yiao	耀	1
yiao	謠	1
yih	葉	5
yin	沿	42
yin	焰	1
yin	現	76
yin	筵	3
yin	言	2
yin	鹽	9
ying	刑	21
ying	引	9
ying	形	1
ying	淫	29
ying	營	22
ying	贏	4
yiu	佑	1
yiu	又	1
yiu	友	33
yiu	有	1771
yiu	油	24
yiu	游	1
yiu	猶	295
yiu	誘	3
yiu	遊	1
yiæ	埃	22
yiæ	懈	2
yiæ	睚	2
yiæ	耶	1435
yü	圍	5
yü	宇	12
yü	愈	31
yü	於	2
yü	癒	12
yü	與	1
yü	諭	1
yü	逾	28
yü	雨	8
yü	預	39
yü	餘	20
yüih	抈	8
yüih	月	15
yüih	穴	3
yüih	越	38
yüing	孕	5
yüing	芸	1
yüing	雲	14
yün	園	33
yün	懸	1
yün	緣	33
yün	縣	4
yün	遠	98
yüoh	役	4
yüoh	慾	2
yüoh	疫	2
yüong	傭	20
yüong	容	8
yüong	榮	85
yüong	用	283
yüô	㗇	4
yüô	雅	79
yüôh	慾	8
z	事	608
z	侍	51
z	匙	2
z	士	84
z	字	125
z	市	15
z	恃	1
z	是	3562
z	時	516
z	示	4
z	自	10
za	柴	3
za	豺	6
zah	石	87
zao	槽	3
zao	皂	3
zao	造	47
ze	罪	272
ze	銳	2
ze	隨	59
zeh	賊	15
zeng	層	4
zeo	愁	18
zi	自	537
zi	齊	12
zia	斜	1
zia	謝	37
zia	邪	12
ziah	弱	9
ziah	若	402
ziang	像	253
ziang	匠	5
ziang	牆	6
ziang	象	1
ziao	兆	26
ziao	擾	2
zih	席	29
zih	舌	9
zih	食	64
zin	前	227
zin	賤	3
zin	錢	36
zing	城	113
zing	尋	109
zing	曾	40
zing	淨	58
zing	甚	9
zing	盛	1
zing	盡	9
zing	繩	4
zing	辰	6
zing	靜	6
ziu	受	183
ziu	壽	2
ziu	就	1689
ziu	授	3
ziu	柔	2
zo	坐	147
zo	座	28
zoh	𧮙	2
zæ	載	2
zæn	饞	13
zô	昨	3
zôh	鑿	3
zôh	𧮙	8
zông	上	548
zông	嘗	2
zông	嚐	4
zông	尚	6
zông	晌	19
zông	牀	8
zông	狀	6
zông	裳	79
æ	哀	29
æ	愛	125
ô	丫	11
ô	哦	2
ô	啞	14
ô	椏	20
ô	鴉	1
ô	𢛟	19
ôh	惡	71
ông	怏	12
ü	於	142
ü	椅	3
ü	餵	3
ün	冤	24
ün	怨	15
üoh	鬰	2
üong	勇	2
üong	壅	3
üong	擁	8
üong	永	65
üong	雍	2
üô	亞	500
ʽa	鞋	12
ʽah	何	83
ʽah	狹	3
ʽang	行	102
ʽao	毫	5
ʽao	號	29
ʽao	豪	1
ʽe	哎	7
ʽeh	合	33
ʽeh	盒	5
ʽen	含	1
ʽen	咸	22
ʽen	旱	4
ʽen	汗	1
ʽen	翰	148
ʽeng	恆	8
ʽeng	恨	12
ʽeng	痕	1
ʽeo	候	453
ʽeo	後	240
ʽo	何	19
ʽo	和	54
ʽo	河	16
ʽo	禍	34
ʽo	賀	5
ʽoh	學	1
ʽoh	或	2
ʽong	洪	3
ʽong	紅	10
ʽæ	嗐	2
ʽæ	害	38
ʽæn	閒	5
ʽæn	限	8
ʽæn	陷	2
ʽæn	鹹	6
ʽô	下	198
ʽô	夏	3
ʽôh	學	10
ʽôh	惑	25
ʽôh	或	79
ʽôh	獲	1
ʽông	行	6
