羅馬字	漢字	頻率
mao	媢	8
mao	帽	11
mao	毛	7
mao	貌	4
me	妹	1
me	每	21
me	美	4
me	霉	1
me	𤈦	10
meh	抹	4
meh	末	3
meh	沒	1
meng	問	9
meng	悶	3
meng	聞	19
meng	門	53
meo	母	2
meo	茂	3
meo	謀	2
mi	味	2
mi	尾	2
mi	楣	3
mi	米	13
mi	迷	1
mih	密	1
mih	末	11
mih	滅	14
mih	蜜	5
min	免	1
min	冕	2
min	眠	2
min	緬	3
min	面	121
min	麪	6
ming	名	42
ming	命	14
ming	憫	2
ming	明	183
ming	皿	30
mo	摩	316
mo	磨	3
moh	墨	1
moh	摸	2
moh	木	34
moh	牧	1
moh	目	8
mun	幔	72
mun	滿	17
mun	饅	2
mæn	慢	2
mô	嗎	10
mô	瑪	18
mô	罵	2
mô	馬	15
mô	麻	38
mông	望	1
mông	網	9
na	奶	16
na	爛	1
nao	得好	14
nao	瑙	4
nao	腦	5
neh	得	32
neh	納	1
nen	南	22
nen	男	17
neng	嫩	1
neng	能	25
ng	五	57
ng	兒	91
ng	爾	785
ng	耳	6
ng	魚	2
nga	外	20
ngah	額	4
ngang	硬	22
ngao	傲	2
ngao	咬	1
ngeo	偶	2
ngeo	牛	49
ngo	餓	1
ngwe	危	1
ngæn	巖	1
ngæn	眼	28
ngô	我	400
ngô	牙	5
ni	呢	33
noh	諾	1
nu	奴	23
nyi	二	34
nyi	尼	4
nyi	泥	3
nyiah	捏	13
nyiah	虐	2
nyiang	亮	28
nyiang	央	59
nyiang	娘	4
nyiang	孃	7
nyiang	樣	3
nyiao	饒	3
nyih	日	134
nyih	業	6
nyih	逆	1
nyin	嚴	3
nyin	年	25
nyin	扭	2
nyin	捻	1
nyin	染	5
nying	人	332
nying	仁	6
nying	凝	1
nying	認	7
nying	迎	5
nying	銀	42
nyiu	鈕	1
nyiæn	廿	23
nyiæn	念	1
nyü	女	39
nyü	蕊	8
nyün	源	1
nyün	芫	1
nyün	願	13
nyüoh	玉	43
nyüoh	肉	16
nyüoh	𢫭	3
næ	乃	13
næ	耐	1
næn	難	37
nô	嗱	4
nô	囡	4
nô	拿	9
nön	囡	20
o	阿	1
oh	屋	33
pa	拜	17
pa	擺	14
pah	伯	25
pah	八	7
pah	百	279
pao	保	20
pao	包	30
pao	報	1
pao	寶	2
pao	飽	3
pe	悲	4
pe	揹	4
pe	杯	2
pe	碑	15
pe	背	10
pe	貝	1
peh	撥	167
peng	本	5
pi	庇	5
pi	比	22
pih	別	5
pih	壁	5
pih	必	103
pih	碧	6
pih	筆	4
pih	逼	3
pin	扁	3
pin	編	1
pin	變	15
pin	遍	3
pin	邊	135
ping	並	22
ping	兵	17
ping	冰	17
ping	柄	1
ping	餅	28
poh	北	6
poh	博	7
pu	布	43
pun	半	27
pun	搬	1
pæn	板	44
pæn	畈	1
pæn	瘢	1
pô	巴	16
pô	把	75
pô	疤	1
pông	幫	7
pông	榜	1
pông	謗	1
pʽa	派	10
pʽang	烹	5
pʽao	帕	3
pʽe	配	2
pʽeng	噴	3
pʽi	披	2
pʽin	片	3
pʽin	騙	1
pʽing	聘	2
pʽo	坡	4
pʽo	破	1
pʽoh	撲	1
pʽong	碰	8
pʽu	普	1
pʽu	鋪	3
pʽun	判	13
pʽæn	襻	13
pʽô	怕	25
r	兒	2
r	珥	8
r	而	1
s	使	132
s	司	27
s	四	62
s	屍	1
s	師	12
s	弛	1
s	思	1
s	斯	4
s	絲	8
s	肆	1
s	試	10
s	詩	2
s	賜	30
sa	曬	1
sah	撒	25
sah	殺	19
sah	煞	19
sah	薩	1
sang	牲	33
sang	生	98
sao	梢	5
sao	燥	7
se	碎	5
se	祟	4
se	荽	1
se	雖	4
seh	塞	1
seh	瑟	4
seh	色	175
seh	蝨	5
seng	孫	128
shih	失	6
shih	式	5
shih	設	20
shih	說	46
shih	雪	1
shing	徇	1
shing	榫	6
shoh	束	1
shông	雙	2
shü	世	34
shü	勢	3
shü	恕	1
shü	書	10
shü	歲	10
shü	水	80
shü	貰	2
shün	選	5
shün	閂	16
si	世	2
si	死	42
si	洗	7
si	細	41
si	西	364
sia	寫	11
siang	想	2
siang	相	29
siang	箱	31
siang	鑲	2
siao	小	36
siao	少	3
siao	燒	8
siao	銷	3
sih	息	23
sih	惜	1
sih	膝	1
sih	薛	2
sih	褻	1
sih	識	4
sih	釋	1
sih	飾	3
sin	先	2
sin	線	3
sin	閃	4
sing	伸	21
sing	信	8
sing	勝	3
sing	升	2
sing	姓	181
sing	審	6
sing	心	51
sing	性	9
sing	新	6
sing	星	91
sing	汛	2
sing	深	4
sing	聖	69
sing	聲	16
sing	身	43
sing	辛	2
siu	守	29
siu	宿	1
siu	手	113
siu	收	31
siu	獸	3
siu	繡	9
siu	首	4
so	瑣	1
soh	啥	14
soh	束	1
soh	索	2
song	送	1
su	塑	1
su	愫	2
su	數	16
su	疏	3
su	素	5
su	蔬	5
su	訴	7
sæ	塞	1
sæn	三	52
sæn	山	63
sæn	散	8
sæn	珊	2
sæn	省	4
sô	所	212
sô	沙	3
sô	舍	15
sô	赦	4
sông	傷	7
sông	喪	1
sông	舂	4
sông	霜	1
sön	算	19
ta	帶	60
tah	搭	11
tah	答	3
tang	打	68
tao	倒	13
tao	刀	10
tao	到	169
te	堆	3
te	對	18
teh	得	184
teh	答	4
teng	敦	8
teng	燈	32
teng	等	623
teng	頂	23
teng	頓	3
teo	抖	2
ti	低	1
ti	底	7
ti	抵	9
tia	爹	13
tiao	雕	6
tiao	鳥	1
tih	的	16
tin	點	22
ting	釘	16
ting	頂	18
tiu	丟	15
to	多	23
to	躲	3
toh	督	6
toh	篤	3
tong	東	60
ts	之	18
ts	仔	18
ts	址	4
ts	子	524
ts	指	13
ts	支	9
ts	枝	23
ts	止	1
ts	煮	6
ts	紫	28
ts	至	2
tsah	扎	6
tsah	紮	1
tsah	隻	46
tsang	爭	4
tsao	早	5
tsao	棗	1
tsao	罩	2
tsao	遭	28
tse	追	5
tseng	尊	41
tseo	奏	1
tseo	走	184
tsi	姊	4
tsi	祭	98
tsi	𣥼	9
tsia	借	2
tsia	者	45
tsiah	着	1
tsiang	仗	8
tsiang	將	6
tsiang	帳	188
tsiang	張	1
tsiang	漿	1
tsiang	賬	1
tsiang	長	17
tsiao	朝	15
tsiao	照	93
tsih	即	5
tsih	只	36
tsih	指	1
tsih	接	18
tsih	節	38
tsih	織	28
tsih	職	4
tsih	脊	1
tsih	質	1
tsin	剪	4
tsin	展	2
tsin	箭	1
tsing	井	5
tsing	整	5
tsing	正	13
tsing	浸	4
tsing	症	1
tsing	真	1
tsing	睛	7
tsing	證	4
tsing	進	55
tsiu	周	7
tsiu	咒	10
tsiu	酒	7
tso	做	472
tso	左	2
tsoh	作	13
tsoh	摘	4
tsoh	足	2
tsong	宗	9
tsong	縱	1
tsong	總	43
tsu	祖	8
tsu	阻	2
tsæ	再	21
tsæ	災	4
tsæ	載	1
tsæn	斬	1
tsæn	盞	11
tsæn	讚	5
tsæn	趲	2
tsô	遮	17
tsông	裝	2
tsông	贓	2
tsʽ	刺	6
tsʽ	次	2
tsʽ	此	7
tsʽ	齒	5
tsʽa	差	24
tsʽah	冊	9
tsʽah	拆	2
tsʽao	吵	5
tsʽao	抄	1
tsʽao	草	4
tsʽe	催	2
tsʽeh	漆	1
tsʽeng	忖	1
tsʽeo	湊	6
tsʽi	妻	17
tsʽia	且	22
tsʽiah	綽	4
tsʽiang	槍	1
tsʽih	七	45
tsʽih	切	32
tsʽih	尺	1
tsʽih	赤	28
tsʽin	千	10
tsʽing	清	4
tsʽing	稱	3
tsʽing	親	8
tsʽing	請	14
tsʽing	青	18
tsʽiu	臭	6
tsʽo	錯	3
tsʽong	聰	16
tsʽong	蔥	2
tsʽu	初	4
tsʽu	楚	3
tsʽu	粗	1
tsʽæ	睬	1
tsʽæ	菜	6
tsʽæn	產	4
tsʽô	叉	5
tsʽô	岔	6
tsʽô	扯	2
tsʽô	車	18
tsʽông	倉	2
tsʽông	唱	5
tsʽông	瘡	4
tsʽông	菖	1
tsʽông	蒼	9
tu	都	154
tæn	單	12
tæn	帶	16
tæn	擔	11
tæn	耽	5
tô	朵	10
tông	擋	1
tông	檔	11
tông	當	14
tön	斷	12
tʽah	𡍲	3
tʽao	套	11
tʽao	討	3
tʽe	腿	3
tʽe	退	1
tʽeh	忒	1
tʽeh	脫	11
tʽen	貪	3
tʽeng	吞	2
tʽeo	偷	8
tʽeo	透	2
tʽi	體	2
tʽiao	挑	7
tʽiao	跳	5
tʽih	鐵	1
tʽin	天	51
tʽing	聽	55
tʽoh	庹	4
tʽoh	託	7
tʽong	痛	1
tʽong	統	9
tʽong	通	2
tʽu	土	5
tʽæ	胎	23
tʽæn	嘆	3
tʽông	倘	1
tʽông	燙	2
u	惡	4
u	污	1
u	烏	6
un	碗	7
vah	罰	18
veh	物	30
veng	份	20
veng	分	2
veng	墳	1
veng	文	3
veng	紋	5
vi	未	18
voh	服	32
vong	奉	2
vong	甮	10
vong	縫	4
vu	婦	2
vu	無	4
vu	父	11
vu	舞	2
væn	凡	63
væn	燔	17
væn	犯	8
væn	萬	5
væn	藩	1
vông	妄	3
vông	房	8
wa	還	69
wang	橫	20
we	位	3
we	回	5
we	圍	1
we	惠	12
we	慧	5
we	會	262
we	爲	141
we	迴	1
we	違	1
weh	活	51
wu	乎	1
wu	伍	1
wu	戶	11
wu	湖	1
wu	護	1
wun	完	4
wun	緩	2
wæ	壞	4
wæ	懷	3
wæn	還	21
wô	華	429
wô	話	351
wông	惶	9
wông	旺	2
wông	枉	1
wông	王	17
wông	蝗	8
wông	黃	3
w̆e	委	4
w̆e	威	4
w̆e	痿	2
w̆e	穢	1
w̆eh	挖	1
w̆eng	瘟	2
w̆eng	穩	4
w̆æn	娃	5
w̆æn	彎	3
w̆ô	蛙	11
yi	以	252
yi	又	179
yi	奚	1
yi	已	39
yi	移	1
yi	義	1
yi	遺	1
yia	也	144
yia	呀	1
yia	夜	31
yia	野	3
yiah	藥	1
yiang	垟	8
yiang	揚	6
yiang	樣	31
yiang	煬	2
yiang	羊	68
yiang	養	1
yiao	搖	10
yiao	謠	1
yih	翼	5
yih	葉	11
yin	延	1
yin	沿	40
yin	焰	2
yin	現	1
yin	言	1
yin	豔	2
ying	刑	3
ying	引	4
ying	淫	4
ying	營	18
ying	贏	3
yiu	佑	1
yiu	友	2
yiu	右	2
yiu	有	232
yiu	油	42
yiu	猶	4
yiu	誘	2
yiæ	埃	179
yiæ	耶	418
yü	圍	29
yü	宇	1
yü	愈	3
yü	逾	6
yü	雨	2
yü	預	4
yü	餘	9
yüih	抈	1
yüih	月	16
yüih	越	9
yüing	孕	1
yüing	雲	21
yün	園	3
yün	圓	1
yün	緣	5
yün	遠	27
yüoh	役	3
yüoh	浴	9
yüoh	疫	3
yüong	傭	1
yüong	容	1
yüong	榮	17
yüong	用	213
yüong	雄	27
yüô	雅	14
z	㖷	19
z	事	46
z	侍	25
z	士	10
z	字	32
z	是	499
z	時	71
z	氏	1
z	示	3
z	自	3
za	寨	16
za	柴	2
zah	石	27
zah	賊	5
zao	槽	1
zao	皂	28
zao	造	16
ze	罪	43
ze	隨	7
zeh	賊	2
zen	鏨	2
zeng	層	3
zi	自	62
zi	齊	2
zia	謝	5
zia	邪	5
ziah	若	77
ziang	像	66
ziang	牆	32
ziao	兆	4
ziao	擾	4
zih	射	1
zih	石	8
zih	舌	2
zih	食	12
zin	前	128
zing	尋	4
zing	曾	9
zing	淨	6
zing	盛	4
zing	繩	6
zing	靜	2
ziu	受	16
ziu	壽	3
ziu	就	228
zo	坐	9
zo	座	81
zoh	鑿	1
zô	昨	1
zông	上	164
zông	嘗	5
zông	牀	3
zông	裳	27
æ	哀	5
æ	愛	1
ô	啞	1
ô	椏	19
ô	𢛟	9
ôh	惡	6
ông	怏	1
ü	於	9
ün	冤	1
ün	怨	11
üong	勇	4
üong	永	17
üong	湧	1
üô	亞	177
ʽa	鞋	2
ʽah	何	1
ʽang	杏	6
ʽang	行	8
ʽao	號	18
ʽeh	合	6
ʽeh	轄	5
ʽen	咸	20
ʽeng	恨	4
ʽeng	痕	2
ʽeo	候	61
ʽeo	厚	5
ʽeo	後	39
ʽo	何	8
ʽo	和	420
ʽo	河	27
ʽo	禍	4
ʽoh	或	4
ʽong	洪	1
ʽong	紅	38
ʽæ	嗐	1
ʽæ	害	10
ʽæn	陷	3
ʽô	下	63
ʽô	嗄	1
ʽôh	或	41
ʽông	行	1
