羅馬字	漢字	頻率
sao	稍	1
sao	艄	1
sao	𢜶	4
se	水	6
se	碎	23
se	祟	44
se	稅	3
se	雖	152
seh	塞	10
seh	率	1
seh	瑟	250
seh	色	163
sen	碎	278
seng	僧	1
seng	孫	48
seng	損	3
seng	滲	3
seng	生	17
seng	遜	3
seo	搜	2
seo	瘦	13
shih	刷	1
shih	失	36
shih	室	1
shih	式	10
shih	設	63
shih	說	596
shih	適	1
shih	雪	19
shing	峋	1
shing	徇	1
shing	旬	2
shing	郇	6
shoh	叔	2
shoh	朔	2
shoh	束	5
shoh	縮	1
shæ	奢	2
shæ	捨	2
shæ	赦	1
shô	耍	1
shông	傷	31
shông	商	3
shông	爽	5
shông	雙	17
shü	世	321
shü	势	1
shü	勢	33
shü	恕	11
shü	數	3
shü	書	348
shü	歲	96
shü	水	209
shü	貰	1
shü	輸	8
shün	選	45
si	世	63
si	嘶	4
si	婿	3
si	死	505
si	洗	108
si	細	51
si	西	587
sia	㕐	7
sia	卸	1
sia	寫	122
siah	削	8
siang	商	38
siang	想	235
siang	相	586
siang	箱	2
siao	小	412
siao	少	77
siao	消	11
siao	燒	18
siao	稍	1
siao	笑	44
sih	式	3
sih	息	100
sih	悉	9
sih	惜	133
sih	泄	1
sih	溼	4
sih	膝	1
sih	薛	3
sih	褻	21
sih	設	1
sih	識	21
sih	釋	28
sih	錫	1
sih	飾	6
sin	仙	1
sin	先	464
sin	扇	3
sin	線	3
sin	閃	21
sin	鮮	8
sing	伸	40
sing	信	451
sing	勝	12
sing	升	53
sing	姓	287
sing	審	33
sing	心	980
sing	性	144
sing	新	90
sing	星	1028
sing	汛	2
sing	深	27
sing	申	7
sing	紳	4
sing	聖	536
sing	聲	173
sing	芯	1
sing	身	378
sing	辛	3
sing	醒	40
siu	修	5
siu	守	70
siu	宿	12
siu	手	477
siu	收	137
siu	獸	34
siu	秀	3
siu	繡	3
siu	脩	1
siu	鏽	2
siu	首	64
so	唆	7
so	梭	1
so	瑣	11
so	鎖	10
soh	啥	398
soh	宿	18
soh	束	1
soh	索	8
soh	速	15
song	松	2
song	送	102
song	鬆	1
su	塑	8
su	愫	28
su	數	94
su	溯	1
su	甦	9
su	疏	7
su	穌	1691
su	素	19
su	蔬	10
su	蘇	9
su	訴	29
sæ	帥	5
sæ	衰	11
sæ	賽	138
sæn	三	254
sæn	山	182
sæn	散	49
sæn	珊	18
sæn	省	34
sæn	舢	3
sæn	衫	6
sô	所	871
sô	捨	40
sô	沙	51
sô	舍	29
sô	赦	100
sôh	索	1
sông	傷	54
sông	喪	30
sông	孀	22
sông	桑	2
sông	爽	5
sông	磉	4
sông	賞	14
sông	霜	1
sön	算	240
sön	酸	4
ta	帶	244
ta	戴	13
tah	搭	21
tang	打	342
tao	倒	229
tao	刀	35
tao	到	1845
tao	島	14
tao	搗	4
tao	禱	135
te	堆	9
te	對	206
te	𠡒	10
teh	啄	2
teh	得	1883
teh	德	46
teh	掇	6
teh	答	229
ten	𡍲	6
teng	凳	18
teng	敦	6
teng	燈	46
teng	燉	2
teng	登	5
teng	等	3211
teng	躉	1
teng	鐙	1
teng	頂	66
teng	頓	35
teo	兜	4
teo	抖	10
teo	斗	6
teo	鬥	10
ti	低	32
ti	帝	135
ti	底	157
ti	抵	23
ti	渧	4
ti	蒂	2
tia	爹	603
tiao	刁	1
tiao	吊	9
tiao	釣	2
tiao	雕	8
tiao	鳥	24
tih	滴	1
tih	的	559
tih	跌	83
tin	典	16
tin	店	16
tin	殿	1
tin	癲	3
tin	踮	1
tin	顛	6
tin	點	251
ting	丁	6
ting	仃	2
ting	叮	12
ting	盯	24
ting	訂	1
ting	釘	58
ting	頂	233
tiu	丟	82
to	多	683
to	朵	37
to	躲	15
toh	督	222
toh	篤	7
tong	冬	9
tong	凍	1
tong	懂	6
tong	東	593
tong	棟	6
ts	之	196
ts	仔	294
ts	址	4
ts	子	1703
ts	志	4
ts	指	84
ts	支	18
ts	旨	37
ts	枝	33
ts	止	9
ts	滋	4
ts	煮	4
ts	籽	9
ts	紙	3
ts	紫	6
ts	肢	4
ts	至	10
ts	致	2
ts	資	3
tsa	債	31
tsah	只	3
tsah	扎	44
tsah	摘	11
tsah	窄	7
tsah	紮	1
tsah	責	24
tsah	隻	131
tsang	㬹	1
tsang	爭	28
tsao	嘲	3
tsao	早	67
tsao	棗	1
tsao	竈	3
tsao	糟	62
tsao	罩	3
tsao	遭	311
tse	最	1
tse	追	17
tse	醉	9
tseh	則	3
tseng	尊	50
tseng	憎	11
tseo	奏	8
tseo	走	1183
tsi	嚌	7
tsi	姊	40
tsi	擠	5
tsi	濟	4
tsi	祭	210
tsi	節	3
tsi	𣥼	31
tsia	借	29
tsia	姐	16
tsia	者	121
tsia	藉	1
tsiah	爵	12
tsiah	着	4
tsiang	仗	35
tsiang	將	194
tsiang	帳	42
tsiang	張	14
tsiang	漲	7
tsiang	漿	2
tsiang	粻	2
tsiang	脹	1
tsiang	賬	68
tsiang	醬	1
tsiang	長	72
tsiang	雀	5
tsiao	招	48
tsiao	昭	1
tsiao	朝	13
tsiao	焦	4
tsiao	照	289
tsiao	礁	13
tsiao	蕉	1
tsiao	詔	2
tsih	即	82
tsih	只	472
tsih	執	14
tsih	接	175
tsih	摺	2
tsih	汁	2
tsih	漬	7
tsih	炙	1
tsih	積	15
tsih	節	90
tsih	職	16
tsih	脊	2
tsih	質	5
tsih	跡	2
tsih	蹟	48
tsin	佔	4
tsin	剪	9
tsin	尖	3
tsin	戰	11
tsin	氈	1
tsin	沾	1
tsin	煎	1
tsin	箭	4
tsin	節	25
tsin	薦	2
tsin	顫	1
tsing	井	34
tsing	征	13
tsing	政	9
tsing	整	9
tsing	枕	4
tsing	正	232
tsing	浸	4
tsing	珍	2
tsing	症	6
tsing	真	342
tsing	睛	130
tsing	精	5
tsing	證	137
tsing	進	401
tsing	針	3
tsiu	周	69
tsiu	咒	80
tsiu	州	8
tsiu	晝	13
tsiu	洲	2
tsiu	週	1
tsiu	酒	129
tsiæ	者	3
tso	做	1411
tsoh	作	20
tsoh	摘	2
tsoh	足	85
tsong	宗	91
tsong	棕	1
tsong	種	2
tsong	總	497
tsong	蹤	1
tsu	祖	99
tsu	租	7
tsu	阻	30
tsæ	再	333
tsæ	宰	29
tsæ	災	16
tsæ	載	6
tsæn	嶄	6
tsæn	斬	23
tsæn	盞	40
tsæn	讚	230
tsæn	趲	5
tsô	榨	3
tsô	詐	9
tsô	遮	26
tsôh	作	41
tsôh	摘	1
tsôh	斫	9
tsôh	築	1
tsông	妝	1
tsông	章	26
tsông	葬	63
tsông	蟑	2
tsông	裝	17
tsʽ	刺	25
tsʽ	次	10
tsʽ	此	45
tsʽ	雌	25
tsʽ	齒	17
tsʽa	差	252
tsʽah	冊	6
tsʽah	察	15
tsʽah	尺	2
tsʽah	拆	13
tsʽang	撐	16
tsʽao	吵	16
tsʽao	抄	9
tsʽao	草	53
tsʽe	催	5
tsʽeh	惻	1
tsʽeh	拆	1
tsʽeh	撮	12
tsʽeh	測	4
tsʽeh	漆	6
tsʽeng	寸	1
tsʽeng	忖	247
tsʽeng	村	39
tsʽeng	襯	8
tsʽeo	湊	59
tsʽi	妻	119
tsʽi	悽	6
tsʽi	棲	6
tsʽia	且	267
tsʽia	笡	2
tsʽiah	綽	1
tsʽiang	搶	15
tsʽiang	槍	10
tsʽiao	俏	1
tsʽih	七	143
tsʽih	切	112
tsʽih	慼	1
tsʽih	赤	1
tsʽin	千	102
tsʽin	淺	5
tsʽin	籤	1
tsʽin	遷	6
tsʽing	清	50
tsʽing	稱	107
tsʽing	親	128
tsʽing	請	175
tsʽing	趁	14
tsʽing	青	13
tsʽiu	愀	2
tsʽiu	抽	10
tsʽiu	秋	9
tsʽiu	臭	3
tsʽo	搓	2
tsʽo	錯	38
tsʽoh	簇	6
tsʽoh	錯	1
tsʽong	聰	63
tsʽu	初	16
tsʽu	楚	29
tsʽu	粗	4
tsʽu	醋	2
tsʽæ	彩	2
tsʽæ	揣	1
tsʽæ	猜	4
tsʽæ	睬	7
tsʽæ	菜	23
tsʽæ	采	2
tsʽæn	懺	6
tsʽæn	產	50
tsʽæn	餐	6
tsʽô	岔	11
tsʽô	差	41
tsʽô	汊	1
tsʽô	瘥	4
tsʽô	車	14
tsʽôh	錯	2
tsʽông	倉	10
tsʽông	創	14
tsʽông	唱	68
tsʽông	瘡	2
tsʽông	蒼	6
tsʽön	攛	7
tsʽön	竄	6
tsʽön	篡	1
tu	妒	10
tu	睹	4
tu	賭	6
tu	都	983
tæ	歹	10
tæn	丹	5
tæn	單	93
tæn	帶	70
tæn	担	4
tæn	撣	3
tæn	擔	23
tæn	旦	6
tæn	耽	81
tæn	膽	37
tæn	黵	1
tô	打	1
tô	朵	31
tôh	督	9
tôh	篤	2
tông	擋	25
tông	當	224
tông	黨	14
tön	斷	83
tön	煅	1
tön	短	11
tön	端	7
tön	鍛	1
tʽa	他	18
tʽa	太	342
tʽa	拖	5
tʽa	泰	3
tʽa	討	2
tʽah	塌	1
tʽah	塔	28
tʽah	撻	3
tʽah	榻	1
tʽah	脫	1
tʽah	蹋	10
tʽah	遢	2
tʽah	𡍲	66
tʽao	套	13
tʽao	討	51
tʽe	推	50
tʽe	腿	9
tʽe	退	21
tʽeh	忒	2
tʽeh	脫	45
tʽen	探	8
tʽen	貪	12
tʽeng	吞	12
tʽeng	氽	5
tʽeng	褪	6
tʽeo	㪗	3
tʽeo	偷	52
tʽeo	透	10
tʽi	剃	2
tʽi	替	45
tʽi	體	115
tʽiah	帖	13
tʽiah	貼	5
tʽiao	挑	38
tʽiao	糶	3
tʽiao	跳	37
tʽih	踢	3
tʽih	鐵	24
tʽin	天	976
tʽin	舔	2
tʽing	廳	8
tʽing	聽	645
tʽo	拖	17
tʽoh	托	1
tʽoh	託	10
tʽong	痛	32
tʽong	統	30
tʽong	通	124
tʽu	吐	9
tʽu	唾	10
tʽu	土	98
tʽæ	太	11
tʽæ	梯	7
tʽæ	胎	37
tʽæn	嘆	8
tʽæn	坦	12
tʽæn	攤	2
tʽæn	毯	1
tʽæn	灘	1
tʽæn	炭	3
tʽæn	癱	17
tʽô	湯	1
tʽô	跺	1
tʽôh	託	50
tʽông	倘	2
tʽông	湯	1
tʽön	彖	1
u	惡	34
u	捂	2
u	污	14
u	烏	390
u	熓	9
un	碗	4
va	𠲎	3
vah	乏	3
vah	伐	28
vah	佛	1
vah	罰	128
ve	𣍐	148
veh	乏	2
veh	佛	7
veh	物	141
veng	份	158
veng	分	20
veng	問	3
veng	墳	115
veng	文	38
veng	焚	2
veng	紋	8
veng	聞	2
veo	復	6
veo	負	1
vi	微	23
vi	未	40
vi	維	9
vo	伏	3
voh	伏	3
voh	復	6
voh	服	158
voh	袱	5
vong	奉	13
vong	甮	125
vong	縫	11
vong	逢	5
vu	乎	1
vu	侮	4
vu	務	3
vu	婦	22
vu	扶	1
vu	武	9
vu	浮	1
vu	無	200
vu	父	186
vu	符	4
vu	糊	1
vu	舞	5
vu	誣	1
vu	附	17
vu	霧	3
væn	凡	311
væn	晚	5
væn	煩	10
væn	燔	3
væn	犯	120
væn	繁	1
væn	萬	176
væn	藩	17
væn	飯	63
vông	亡	9
vông	妄	5
vông	忘	4
vông	房	59
vông	望	79
wa	還	752
wah	劃	2
wah	滑	2
wang	橫	8
we	位	225
we	匯	3
we	回	307
we	圍	10
we	惠	204
we	慧	5
we	會	2002
we	爲	1345
we	茴	1
we	薈	1
we	衛	11
we	違	18
we	韋	3
weh	活	509
weh	𣝗	3
weng	混	4
weng	渾	15
weng	魂	43
wu	乎	4
wu	五	2
wu	戶	31
wu	湖	16
wu	狐	3
wu	瑚	1
wu	糊	19
wu	胡	8
wu	護	33
wun	完	57
wun	換	19
wun	緩	7
wun	黃	6
wæ	壞	11
wæ	外	1
wæ	懷	58
wæn	患	18
wæn	環	6
wæn	還	79
wô	畫	1
wô	華	363
wô	話	3862
wông	惶	63
wông	旺	25
wông	枉	4
wông	潢	1
wông	王	212
wông	皇	152
wông	磺	5
wông	蝗	2
wông	黃	3
w̆a	壞	98
w̆ang	橫	4
w̆e	委	10
w̆e	威	13
w̆e	慰	45
w̆e	穢	13
w̆eh	挖	1
w̆eh	𩑦	2
w̆eng	搵	3
w̆eng	溫	4
w̆eng	瘟	1
w̆eng	穩	37
w̆æn	娃	12
w̆æn	彎	10
w̆æn	挽	8
w̆æn	灣	1
w̆ô	娃	5
w̆ông	往	13
yi	以	860
yi	係	2
yi	又	664
yi	姨	9
yi	已	343
yi	挔	1
yi	易	13
yi	移	7
yi	義	79
yi	遺	10
yia	也	1157
yia	呀	15
yia	夜	190
yia	爺	5
yia	耶	3
yia	野	32
yiah	協	5
yiah	翼	2
yiah	藥	29
yiah	鑰	4
yiah	𢖺	2
yiang	垟	85
yiang	揚	35
yiang	楊	5
yiang	樣	407
yiang	洋	30
yiang	煬	2
yiang	羊	191
yiang	陽	10
yiang	養	24
yiao	搖	24
yiao	效	31
yiao	窯	3
yiao	耀	1
yiao	謠	1
yih	亦	1
yih	易	4
yih	翼	4
yih	葉	8
yih	譯	1
yin	延	4
yin	沿	73
yin	焰	2
yin	現	142
yin	筵	6
yin	言	10
yin	賢	2
yin	顏	1
yin	鹽	16
ying	刑	33
ying	引	46
ying	形	2
ying	淫	31
ying	營	23
ying	盈	2
ying	行	1
ying	贏	30
yiu	佑	42
yiu	又	9
yiu	友	65
yiu	有	2872
yiu	油	33
yiu	游	1
yiu	猶	338
yiu	由	3
yiu	誘	11
yiu	遊	5
yiæ	也	3
yiæ	埃	135
yiæ	懈	8
yiæ	睚	2
yiæ	耶	2048
yü	圍	8
yü	宇	19
yü	愈	67
yü	於	3
yü	癒	12
yü	羽	1
yü	與	4
yü	諭	2
yü	逾	28
yü	雨	18
yü	預	62
yü	餘	32
yüih	悅	1
yüih	抈	10
yüih	月	41
yüih	穴	17
yüih	越	73
yüing	孕	12
yüing	芸	1
yüing	運	3
yüing	雲	31
yün	園	57
yün	懸	3
yün	緣	50
yün	縣	7
yün	遠	231
yün	院	3
yüoh	役	4
yüoh	慾	12
yüoh	樂	2
yüoh	欲	1
yüoh	疫	2
yüong	傭	25
yüong	勇	1
yüong	容	14
yüong	榮	173
yüong	用	405
yüong	雄	19
yüô	㗇	5
yüô	夏	22
yüô	牙	6
yüô	瑕	2
yüô	雅	345
yüôh	慾	8
z	㖷	4
z	事	820
z	似	1
z	侍	96
z	匙	4
z	士	128
z	字	319
z	寺	3
z	市	20
z	恃	1
z	是	5283
z	時	904
z	示	37
z	自	33
za	寨	1
za	柴	15
za	豺	8
zah	石	115
zah	賊	1
zah	𧼰	2
zao	槽	6
zao	皂	3
zao	造	142
ze	粹	1
ze	罪	570
ze	銳	2
ze	隨	88
zeh	賊	16
zeh	雜	2
zeng	層	6
zeo	愁	21
zi	徐	2
zi	自	828
zi	齊	128
zia	斜	1
zia	謝	116
zia	邪	24
ziah	弱	25
ziah	若	563
ziang	像	449
ziang	匠	7
ziang	橡	6
ziang	牆	8
ziang	祥	1
ziang	象	3
ziao	兆	27
ziao	擾	3
ziao	繞	2
zih	射	3
zih	席	30
zih	舌	15
zih	蓆	1
zih	蝕	2
zih	食	96
zin	前	505
zin	賤	11
zin	錢	36
zing	乘	2
zing	任	1
zing	城	115
zing	尋	165
zing	曾	90
zing	淨	87
zing	甚	12
zing	盛	35
zing	盡	12
zing	繩	4
zing	辰	10
zing	靜	18
ziu	受	319
ziu	壽	22
ziu	就	2468
ziu	授	3
ziu	柔	4
zo	坐	217
zo	座	96
zoh	𧮙	4
zæ	材	1
zæ	裁	1
zæ	載	2
zæn	饞	13
zô	昨	11
zôh	鑿	3
zôh	𧮙	8
zông	上	1071
zông	嘗	2
zông	嚐	8
zông	尚	15
zông	晌	42
zông	牀	52
zông	狀	6
zông	裳	124
æ	哀	59
æ	唉	3
æ	愛	271
æn	晏	2
ô	丫	47
ô	哦	11
ô	啞	17
ô	椏	33
ô	鴉	2
ô	𢛟	38
ôh	屋	2
ôh	惡	165
ông	怏	23
ü	於	191
ü	椅	4
ü	餵	12
ün	冤	33
ün	怨	26
üoh	鬰	2
üong	勇	7
üong	壅	3
üong	擁	9
üong	永	240
üong	雍	2
üô	㗇	7
üô	亞	996
üô	雅	1
ʽa	啊	1
ʽa	鞋	15
ʽah	何	121
ʽah	合	2
ʽah	狹	10
ʽang	杏	2
ʽang	行	147
ʽao	毫	29
ʽao	號	67
ʽao	豪	4
ʽe	哎	9
ʽeh	合	73
ʽeh	嗑	1
ʽeh	盒	5
ʽeh	轄	9
ʽen	含	13
ʽen	咸	49
ʽen	寒	1
ʽen	旱	5
ʽen	汗	5
ʽen	翰	160
ʽeng	恆	15
ʽeng	恨	25
ʽeng	痕	2
ʽeo	侯	12
ʽeo	候	738
ʽeo	厚	12
ʽeo	後	536
ʽo	何	51
ʽo	和	298
ʽo	河	44
ʽo	禍	65
ʽo	荷	1
ʽo	賀	7
ʽoh	學	6
ʽoh	惑	2
ʽoh	或	20
ʽoh	獲	1
ʽong	宏	2
ʽong	洪	18
ʽong	紅	24
ʽong	鴻	9
ʽæ	亥	2
ʽæ	嗐	7
ʽæ	害	112
ʽæn	閒	9
ʽæn	限	14
ʽæn	陷	5
ʽæn	鹹	6
ʽô	下	374
ʽô	嗄	20
ʽô	夏	7
ʽôh	學	26
ʽôh	惑	38
ʽôh	或	124
ʽôh	獲	1
ʽông	行	29
ʽông	降	4
